FIRDAUSI,8,16
ISMIATUL,0,5
MASIDAH,0,5
SUMROTUS,0,1
OTUS,2,30
ASRIANTI,0,3
SULIKASARI,0,1
ABDURROHMAD,1,0
JUNAIDI,30,2
AIDI,82,6
BALKIS,0,22
LKIS,0,63
KIS,5,69
UBAIDILAH,43,4
NURPADILAH,3,15
IOI,1,0
ANISSATUN,0,1
WIWIK,0,20
IWIK,0,22
CAHIANINGSIH,0,11
NURPITRI,0,1
KUSDIANINGSIH,0,1
BRILIANT,8,1
IANT,20,10
ANT,24,12
CLEVER,1,0
EVER,1,0
SEALOUS,1,0
LOUS,1,0
OUS,2,1
NURIS,3,5
URIS,9,5
FIMI,0,1
ANJARWATI,0,8
DSULIAN,1,0
SUPTIONO,1,0
NORMALASARI,0,1
SAMAH,2,2
LASKAR,3,0
SKAR,9,1
BERLIANSAH,1,0
EXSA,3,3
XSA,6,4
SODIKIN,30,0
SUNARSI,0,1
FILIA,0,4
AFRIANTI,1,16
DEVANA,3,1
IUUKI,1,0
UUKI,2,0
ERNIKA,0,1
FUJIANA,0,3
ALFIONITA,0,4
LISDA,1,15
ISDA,4,27
OKTAPIANI,0,20
MORIS,2,0
ORIS,12,0
GANDI,10,3
MELIANITA,0,1
PURWANDARI,0,1
SESTIANA,0,1
PUTIKA,0,3
DJAMIL,1,0
SANGAJI,6,0
GAJI,7,0
STEFANI,2,18
ALFIA,0,20
WAHIDA,0,7
HIDA,6,24
MONALISA,0,5
HARDI,20,1
ISAHTUL,0,1
HTUL,0,14
VIRDA,0,7
ETIKA,1,13
ROHMAIANTI,0,1
IONATAN,3,0
ATAN,29,2
SUTRISNA,8,0
PRATISKO,1,0
TRIAS,8,10
RIAS,24,21
ARGA,38,7
RGA,54,12
JULIAN,33,4
AFIN,23,3
WAFAH,1,0
AFAH,7,10
GUMILANG,16,5
IMANI,5,4
ANIKA,0,8
NURIANAH,0,4
IFFAH,0,4
FUSTU,0,1
USTU,1,1
WAROBIL,0,1
OBIL,2,1
KABAH,0,1
ABAH,14,7
SARIP,15,1
ARIP,68,1
RIP,76,6
FADIRILAH,1,0
SUKARDIMAN,1,0
SIFAK,2,1
IFAK,3,2
FAK,10,2
IUSRO,4,1
NAFIS,18,8
ASEIGAF,1,0
IGAF,2,0
GAF,11,3
RAUDLATUL,0,2
SUHRIAH,0,7
AIUNI,0,33
ANDITA,4,6
MORGAN,1,1
RGAN,3,1
TOGAR,1,0
OGAR,1,0
SINAGA,9,8
NAGA,11,8
FAIAD,5,0
AIAD,7,0
NH,1,2
HANDRAJIONO,1,0
DESITA,0,11
SAEFATUN,0,1
ERLAN,4,2
SUHERLAN,10,0
RINTAN,1,5
PARSONO,1,0
MARETTA,1,2
ETTA,6,24
SUTAN,4,0
UTAN,6,0
RIANIWAN,1,0
HAERUL,67,3
TAJUL,8,0
AJUL,10,0
IRMANSAH,10,2
RAHMANUDIN,3,0
RUADA,0,1
UADA,1,3
NANA,30,14
ARFA,2,5
RFA,6,12
DIDIK,59,1
NURMAWAN,2,0
KUSMIATI,0,16
HERLIAN,3,0
KELFIN,5,0
DEFANISA,1,0
MURSIDAH,0,3
ASMA,5,21
VICARIO,1,1
ALBERT,16,1
HERRIL,0,2
RRIL,4,2
JASMINE,0,22
MINE,0,26
HRISVERLANTI,0,1
GRACIA,2,6
ACIA,2,10
ADIMITRI,0,1
NIRWAN,2,1
GEBRIAN,1,0
LUKITO,7,1
KITO,18,2
AICEL,1,0
ICEL,1,0
SUGIHANTI,0,1
SEFTI,1,8
EFTI,1,12
NATHANIA,0,21
SUFIAN,7,0
ANDINNI,0,3
INNI,1,28
RISMALAWATI,0,1
PAIJAH,0,1
HANDRIKA,0,2
NENDI,12,3
ISWARA,6,2
SURIADI,35,1
IKBAR,8,1
SUMIKATUL,0,1
SANAH,0,13
HANIFAH,3,111
MIRNAWATI,0,8
FATNAN,2,0
TNAN,4,0
ROHIMAN,6,2
SUTARNO,4,0
TRIASIH,0,4
HALISHAH,0,2
SHAH,11,20
RUMIATI,0,8
WINARTI,0,18
ADIPUTRA,11,0
SARIPAN,1,0
IPAN,32,1
ARSAAKA,1,0
AAKA,1,0
HASAN,184,9
ASAN,227,13
SUWANDA,3,0
DAIA,19,9
LARA,2,41
RUWAIDA,0,2
SULVA,0,6
ROVI,3,4
NAILIL,0,1
AMANI,2,6
NURDIN,65,1
RDIN,85,2
PRIANTONO,1,0
WHELAN,1,0
ELAN,13,7
SILAEN,3,0
LAEN,3,0
ADSANI,1,2
SURIONO,7,1
FASRI,34,4
SOPIANDI,11,0
KARNA,1,0
PERWIRA,9,0
PANTA,1,0
AWANG,13,1
FAJR,2,1
AJR,2,1
LAMAA,1,0
AMAA,1,0
MAA,1,6
FINNA,0,3
EMBI,3,2
MBI,5,15
ROHADATUL,0,3
SALAMUN,5,1
AMUN,10,3
MUN,23,8
SUTISNAH,1,0
SNAH,2,23
WAHIUNISAR,1,0
PERENDIKA,1,0
MARATUS,1,23
APEN,2,0
PEN,4,0
KANING,1,0
DARUS,7,0
SALOLEH,1,0
HRISDIAN,1,0
MAISUN,0,5
KUSNUDIN,1,0
MIHARJA,6,0
ARAFAH,3,2
AINUL,55,10
GHOFIRI,1,0
FIRI,4,1
ROTIB,1,0
AWANGGANIS,1,0
RIFANDA,2,1
AFIAH,0,14
IAIAH,2,16
EMIR,3,0
ERINI,0,2
MARLIANNA,0,1
DETUTI,0,1
NANNDA,0,1
NNDA,0,1
TANTINO,2,0
SAHIRUL,1,0
MADJID,3,2
DJID,3,2
BINTANG,102,19
KUSUMAH,16,7
KIREIDA,0,1
RONA,5,17
REVAN,16,0
RENGGANA,1,0
GANA,17,3
LAELA,0,59
MADLARI,0,1
LARI,0,2
FURI,2,6
ARGIA,2,1
RGIA,6,5
GHARINI,0,1
LISNAWATI,0,34
NAFISAH,1,37
KARIMULAH,1,0
SANIANTA,1,0
DSULFA,0,1
TSANIA,2,17
COERNEA,0,1
RNEA,0,1
NEA,0,4
NAJUNDA,0,1
FIRLIAN,1,0
FARHAMDI,1,0
AEF,5,0
VELI,0,9
MAGFIROH,0,16
NURHIKMAH,4,18
MASDUKI,7,0
DUKI,7,0
TRADA,1,0
RADA,9,2
KARTA,6,0
SUWIRIA,1,0
KAMILAH,0,26
SABILAH,6,6
TAHERA,0,1
BERTI,2,3
ERTI,4,12
HANE,0,1
TANAEM,0,1
NAEM,1,1
AEM,2,1
SOHIBUL,5,0
IBUL,30,0
THUBA,2,0
HUBA,2,0
UBA,2,6
MASHUDA,5,0
SABIATUN,0,1
NANDI,19,1
ASSEGAF,5,1
EGAF,7,1
KATARI,0,1
DISKA,1,8
LAURA,1,34
IVADA,0,2
VADA,1,3
DESTIAN,7,3
RIKKI,9,0
SUBAGIA,9,0
SETIOKO,9,0
IOKO,29,0
RISWANTO,10,0
HENDRI,68,6
RADINDAR,1,0
NURAIS,1,0
ESIH,0,31
RADIA,8,2
CINTANA,0,2
SEVANI,0,1
CARITI,0,1
ROSA,15,54
RUSTIAWAN,4,1
FEBRIADI,4,0
SUNNIA,0,1
NNIA,1,7
AGATHA,6,16
PENIKA,0,1
HAMDI,16,2
MAHFUD,37,1
HFUD,38,1
FUD,38,1
HIKAM,12,0
IKAM,12,1
KAM,24,2
MILENIA,1,11
KOLIKAH,0,1
PARASWATI,0,2
MUSAIIN,3,0
AIIN,4,3
IIN,5,7
MUHISADIN,1,0
ADIN,85,20
RESTU,120,45
HIDAIA,3,1
SHOLIKATUN,0,2
RUSTANDI,21,0
SHAHRUL,5,0
MAHPUDIN,7,0
NAISAH,0,4
NAMIN,1,0
ALMER,2,0
LMER,3,0
MER,5,0
AURELIA,1,76
ROIHAN,27,0
HASRI,1,4
HARRIANTO,1,0
APRILIUM,1,0
LIUM,1,0
IUM,7,5
SAHPUTRI,0,9
SIMAMORA,1,2
ASKA,50,46
TUSADIAH,0,2
O,2,12
SIDANS,1,0
DANS,1,0
MIKA,7,8
SLVIANI,0,1
PERNAMA,1,0
FRISKA,1,25
DAMANHURI,5,0
HURI,24,2
FITIA,0,1
LARASATI,1,85
NASRULOH,24,0
BURHAN,18,1
NURROSID,1,0
FAHRESI,37,0
RIRIS,1,19
IRIS,3,20
KOESDEVI,0,1
SETIORINI,0,16
FANDILATUL,0,1
NISTI,0,2
PETER,2,0
ETER,3,0
TER,17,17
MERISK,1,0
PINANGGIHA,1,0
GIHA,1,0
ASDATUN,0,1
SESIANA,0,1
KUMALA,2,55
SIROJUL,5,0
OJUL,5,1
HAMDAN,46,0
RESKIANANTITO,1,0
AFIRDA,0,2
MUKARROMAH,1,16
SUBAIRI,5,0
AIRI,22,2
PAISWENI,0,1
WENI,2,27
SITTI,0,24
ITTI,0,26
TTI,4,55
HOMARIAH,0,6
DELBI,0,1
ELBI,1,1
FIFIAN,0,1
DEFITRI,0,2
WAHIUDIANTI,0,1
ROMLAH,1,12
MLAH,1,14
ADRIANA,5,1
ARDIN,5,0
OKVI,0,1
KVI,0,3
ANGGRESTI,0,1
JUMIATI,0,9
AJAI,4,0
GIO,25,2
SULTONNUDIN,1,0
ASFA,7,6
HANDINI,0,5
DADAH,0,2
AEROH,0,1
EROH,0,13
TALISHA,0,1
ISHA,19,176
ARISA,4,5
LISNA,0,22
RAHAIUNINGSIH,0,8
IANDI,19,0
GREFFIN,1,0
FFIN,7,1
ROHIMIAH,0,1
FARA,5,39
ARIFA,0,10
SOFIAH,1,21
DIDI,22,0
SUHARNO,4,0
RAHMANDANI,4,6
MERLIANI,0,1
MEGIANTO,1,0
ISMANTO,10,0
NURI,42,49
SETIANINGSIH,3,61
ASMAUL,6,11
MAUL,10,12
PRADANI,3,5
MAFASA,0,5
FASA,36,30
TAHDI,1,0
NAILATUR,0,2
MASTUROH,0,4
ASHROL,1,0
HROL,1,0
ROL,2,1
DITHA,0,4
TAVIANTO,1,0
SERLIANA,0,4
PANDIT,1,0
NDIT,1,0
NADIATUL,0,9
JULIANSA,1,0
LAKSAMANA,7,0
PRIHARTINI,0,4
ROHMANTO,1,0
BIBIT,8,3
IBIT,8,3
WALUIO,25,4
LUIO,27,4
UIO,27,4
SOELAEMAN,1,0
EMAN,59,3
JOSEF,1,0
OSEF,6,0
AGUSTINUS,14,1
WINTAN,0,1
IUNIAWAN,3,0
AMARA,2,23
DIANTI,1,24
KINJI,1,0
INJI,2,0
ALMUSININ,1,0
RIMADANI,0,4
MUSIROH,0,2
TUDINAH,0,1
FIKIH,21,1
IKIH,25,2
SUBAGIO,11,1
AGIO,11,1
AHSANI,4,2
ISWANTO,8,2
LINATUS,0,1
DARSINI,0,2
SINI,3,15
SITRI,0,2
MUFTIANI,0,1
FIRLI,11,11
ANHABIT,1,0
ABIT,10,1
FARDELA,0,1
PRIHASTINI,0,1
PRISTIAN,2,1
KRISNANDA,2,1
IUTAMA,1,0
KRISNANTO,2,0
LUFIANTO,0,1
FERIAWAN,2,0
WANDASARI,0,2
ROHMADI,5,2
HERDA,1,0
ERDA,5,7
BAJANG,1,0
BISRI,14,1
SHOFIATUN,0,8
GHONI,11,0
ROSIDI,19,1
SIDI,38,1
WIDA,8,40
HARIATI,0,21
PERDINASAH,1,0
ASRIANTO,2,0
BASTIAN,19,2
SAHPUTRA,55,2
JAFAR,21,1
AFAR,30,1
LUDIANA,0,1
PAUJI,13,2
DJATI,3,2
ANGGRAHENI,0,2
INANG,1,0
IGNAS,1,0
GNAS,1,0
FAKIH,63,3
AKIH,79,3
JANUARDI,2,0
JORDI,6,0
ORDI,7,0
RAITAMALA,0,1
MARINI,1,6
JUMARNIS,0,1
RNIS,2,9
LUKAS,5,0
UKAS,5,0
HIRANO,1,0
RANO,7,1
ALIFA,4,24
LIFA,8,38
NOER,16,33
OER,20,33
FRISDA,0,1
WOILASARI,0,1
SHAHNAS,0,3
HNAS,0,10
LIDIA,0,58
GRISELDA,0,5
MAULIDAN,13,0
ARSILO,1,0
NURSAGITA,0,1
FITROTUN,0,4
NASILAH,0,6
ALFIATUNISA,0,1
AHIAT,2,0
KUHSINI,1,0
KESHI,0,1
DARIANTO,7,1
DUROTUN,0,4
RISKITA,1,6
NISFULAILI,0,2
MUHSININ,6,0
FADUROHMAN,1,0
BETI,0,7
SASTIKA,0,1
FEBRIANTIARA,0,1
IHWANTO,1,0
ISLAHUDIN,4,0
FAHLEVI,12,0
LEVI,28,4
GUSNI,3,2
GUSNIATI,0,2
ATO,10,2
MASRI,3,2
SIPANURAENI,0,1
PEBRIAN,12,2
MANAF,7,2
ANAF,7,2
NAF,26,5
SUGIAWAN,3,0
MISBAHUDIN,13,1
HADISAH,0,2
VETIN,0,1
ETIN,0,6
VALENI,0,1
SULVIANTI,0,1
RAFIANSAH,2,0
KUSROTIN,0,1
OTIN,1,14
INDARTO,5,1
ROSNIA,0,1
HANANDA,1,1
EGUILERA,0,1
LERA,0,1
NOVANA,0,4
ALVIANDI,4,0
ARTHA,7,4
RTHA,16,29
AINIIAH,0,1
IIAH,2,91
HODAIL,1,0
HESAS,1,0
ESAS,1,0
HAIRANI,0,12
INDRIAWAN,7,0
BIANDONO,1,0
DONO,23,4
FAJARWATI,1,12
HASNA,1,71
HAFIFAH,1,18
FELANI,5,1
PUTERI,0,29
TERI,0,32
NURJEN,3,0
RJEN,3,0
JEN,17,0
RORO,1,8
AIDAH,0,17
ROSITA,0,85
INDRIANA,2,19
INDAR,1,7
MUHAMAT,28,0
SABARUDIN,3,0
NOVENDRA,5,0
ENGGAR,16,14
GGAR,35,25
SEH,20,14
MANSUR,30,2
NSUR,31,2
SUR,37,5
JAVANAKA,1,0
NAKA,4,7
MAFIROH,0,3
MUIASAROH,0,5
NOFERLANDO,1,0
PANIA,0,2
IF,3,4
FATULOH,1,1
EXFHAN,1,0
FHAN,5,0
DEIS,0,1
ENOK,0,12
NOK,0,20
KURIANTI,0,2
RISMAWATI,0,37
KAMULIARAMADAN,1,0
RESTIANA,2,14
AVI,41,16
OPA,33,13
MUFLIHIN,2,0
PUJANGGA,3,0
MAEMUNAH,0,20
RAHMADIN,2,0
CIKA,2,12
LEONI,2,7
EONI,3,8
VIRGIANORA,0,1
WIJANARKO,17,0
MIFTAHUDIN,21,0
WULUNG,1,1
MOWO,0,1
PANUNTUN,3,2
NTUN,3,6
HAIRUNNISA,2,58
IMRAN,5,0
MRAN,7,0
WISAROTUL,0,1
KAMALIAH,1,3
SUPRIANI,0,6
PIONITA,0,1
NATIA,0,1
SAITRI,0,1
ADJI,51,5
HILIATUL,1,5
JANNATI,0,2
NATI,0,20
HUMIDA,0,1
ANDIKAPRASTIO,1,0
DARMINIH,0,1
INIH,1,11
NENDITA,0,1
FAFA,5,1
MARAH,0,4
RISKIRAMADAN,1,0
AEBRILIA,0,1
HERDI,18,0
ADIKA,16,4
AGNA,7,0
EKAPUTRA,2,0
ABIGAEL,1,1
GAEL,1,1
PRATISTO,1,0
ISTO,9,0
STO,22,0
PRIMADANI,2,5
HRISNA,9,4
AGUTA,1,0
GUTA,1,0
UTA,26,2
SIFASA,0,1
RETNA,2,10
ETNA,3,14
PANGKI,2,0
APRILIASARI,0,1
SOFIANA,0,20
PRAIOGANINGTIAS,0,1
AIATTIKA,0,1
ASHARIANSAH,1,0
SEPHIAN,1,0
HIAN,13,1
FIKRIADI,1,0
ROMDONI,23,0
FAHRU,6,1
AHRU,16,1
HRU,17,1
ROJI,46,0
OJI,55,0
SUGARA,5,0
IPANI,0,1
PANI,14,13
AGIT,7,1
PRAMBONO,1,0
BONO,2,0
PIMPIN,1,0
MPIN,1,0
RONIS,1,0
ONIS,4,1
PUNGKI,11,7
ROSLIANA,0,3
ARBI,14,0
RBI,17,2
GIANA,2,2
MINANUROHMAN,0,1
SULISTIOWATI,0,29
ATIKATUR,0,1
FARREL,49,0
RREL,60,0
REL,149,22
NOUVALIANO,1,0
IANO,106,2
SUWARNO,12,1
JOIO,12,1
MEKARSARI,0,2
PURWANTO,79,4
SAROJI,2,0
GITARINANDA,0,1
SURATMAN,3,0
TMAN,15,0
RATNADILA,0,3
DAMARA,13,1
NADINE,0,13
TORIHI,1,0
RIHI,11,2
IHI,23,4
BADRIAH,2,42
AIULIA,0,4
UTAMA,51,8
SALSANIA,0,1
ANTONO,5,1
EVORIO,1,0
ORIO,5,0
CARREL,1,0
PRABATA,1,0
BATA,2,0
PEBRIANI,1,20
ROFIKA,0,5
NUHA,28,10
MAHDINA,0,2
AH,102,2
FATUL,1,9
KRIS,8,5
ROGHIB,3,0
GHIB,3,0
HIB,20,1
KASFUL,1,0
SFUL,2,1
NGHOMAN,1,0
OMAN,12,4
SUCILIA,0,1
SUROHMAWATI,0,1
SEPTIO,9,0
PTIO,9,0
JUANG,3,2
UANG,5,4
BISIR,1,0
ISIR,2,0
KATIRI,1,0
TIRI,6,4
HARMASTUTI,0,1
DADANG,37,2
DIANTORO,7,0
ISMEI,1,0
SMEI,1,1
FRENDI,17,0
LINDASARI,0,3
AFILIA,0,5
RESTIANINGSIH,0,2
TK,1,1
SEVITASARI,0,2
AKSHA,2,1
KSHA,3,1
JAHRUDIN,2,0
SARTA,2,1
MARSELINA,0,8
DAREL,2,0
AREL,80,1
ODETTA,1,0
SAHRI,16,4
SABANI,16,6
SADSA,0,3
ADSA,1,6
SAPHATUS,0,1
NEINDI,0,1
SELFIA,0,3
SEKARSARI,0,3
INAIAH,0,37
SALMAN,60,2
JUJUN,16,2
UJUN,17,2
BIBAH,0,5
GISNA,1,2
SOMANTRI,14,0
RESMIATI,0,1
AMAHMUDI,1,0
SUSENO,16,4
SENO,36,6
ENO,106,18
AGUSTIANI,2,24
RISTI,0,35
APPRILIANTI,0,1
ABD,75,0
HEPI,5,3
BAITUL,3,2
ITUL,8,10
THOIIB,2,0
OIIB,2,0
IIB,2,0
HOLILURROHMAN,5,0
SEPTIADI,15,0
SAIROH,1,4
RISKIAH,0,43
IASID,27,0
NURLIA,0,6
TRIS,7,9
SULAEMAN,46,2
ALIFAH,1,44
ADELA,2,21
RISSKI,3,2
SSKI,4,2
GARDIKA,3,1
SUHARIAN,0,1
VALENTINO,27,0
SORAIA,0,21
RAIA,20,45
ALBUNI,1,0
BUNI,1,0
SIFAUL,8,4
FAUL,14,12
MUAFIKI,1,1
SAIHUL,4,0
JUPRI,5,0
UPRI,8,2
KASAN,6,0
NUDIN,12,0
ALWINOTO,1,0
RISCA,0,10
NURHAI,0,1
RHAI,0,1
HAI,1,4
RINDI,1,41
RULI,34,14
NURASKIA,0,1
FAHRURROSI,13,0
DESS,0,21
ESS,1,31
SUNARSIH,0,8
GUGUN,17,0
UGUN,18,0
AHIUDIN,2,0
ICEU,0,1
CEU,0,1
WASIUL,2,1
SIUL,2,1
GERHANA,2,0
SARASWATI,1,37
RUSTIANA,1,5
MUSA,20,1
HARTATI,0,17
RIANI,2,46
ARISKA,6,47
CLARISA,0,13
KAMUDITA,0,1
BUN,18,7
JL,1,0
ADSIKRUL,1,0
NASILUL,2,0
IULIANI,1,64
DSAKWAN,12,0
KWAN,23,0
LUKI,41,4
GANTIKA,1,1
CENI,0,1
MASRIJAH,0,1
ULFIA,0,9
ISTIFADAH,0,4
IURINE,0,1
RINE,0,29
AINUROH,0,1
ALEK,18,0
LEK,20,0
PRASETIAWATI,0,2
NELI,2,34
PANGESTUTI,0,10
IULIANAH,0,11
PRASTIAWAN,10,0
IFNU,3,0
FNU,4,0
JANU,6,2
PUTRARANI,1,0
KATRIN,0,2
TRIN,0,11
PRAITNO,41,2
MUSTAKIM,28,1
ARTAMEFIA,0,1
EFIA,0,11
NURUSSOBAH,0,2
OBAH,3,5
REGA,23,5
NURHOLISAH,0,4
PAHAD,3,0
AHAD,15,1
JAJANG,36,1
VITRIA,0,4
SUBURIN,1,0
AIANG,4,3
DAINI,0,1
LIDO,1,0
WAHIDIN,16,0
ALFIANI,1,33
IMROH,0,1
MROH,0,11
MUALIMAN,1,0
LULUAM,0,1
LUAM,0,1
UAM,0,1
CAHIANA,21,2
SAEPULOH,35,0
DEVA,33,21
JASMIN,0,5
VIDA,3,19
MUKTI,65,20
UKTI,79,23
SABARI,1,0
SOLEHATUL,0,3
ROFIK,42,4
DESILIA,0,1
ARDIANTI,2,34
ARDANTI,0,2
FIBRIA,0,1
IP,9,5
MIFTAH,45,17
FTAH,46,19
ELMO,1,0
LMO,1,0
ELMERU,1,0
MERU,2,1
EMANUEL,8,0
NINIK,0,12
INIK,0,14
PUJILESTARI,0,3
HIKMAT,4,2
KMAT,12,2
HAFSH,1,0
AFSH,1,0
FSH,1,0
RAPIN,1,0
APIN,8,0
HAFIT,6,0
VENNI,0,13
INDRIANTI,0,16
JAIADI,12,0
RAFID,5,0
RASPATI,1,0
PATI,13,0
MAKFIRA,0,2
IULITA,0,11
HASIN,2,2
WURIATI,0,1
SUHDI,15,0
UHDI,19,0
MUDRIAH,0,1
IANTO,56,1
RIVANA,2,1
DISTIRA,1,2
MERLINDA,0,2
SAPARDI,1,0
APRILIANDI,7,0
RISMAIANTI,0,29
HILDAN,7,0
MUSTIA,0,2
ROHAIATI,0,21
FIKRA,2,1
IKRA,7,8
FIDIATUL,0,2
MUTHAHARRAH,0,1
RRAH,0,4
SHOFIA,0,19
HUSNUN,1,5
SNUN,3,6
NURIAMI,0,1
LUTFIA,0,24
TFIA,0,25
MAWAHID,1,0
TOLAK,6,1
OLAK,6,1
LAK,13,1
WAHAB,24,1
AHAB,29,2
WARISMAN,5,0
USU,3,1
MAMAT,6,1
DIDIS,1,1
IDIS,2,2
TSANIATUNNISA,0,1
IHWATUMARWA,0,1
ARWA,1,6
ASHKI,0,1
SHKI,0,1
HKI,2,2
SAIIDAH,0,8
LUTVIATUL,0,3
FAOJIAH,0,3
JIAH,1,51
MAUIDATUL,0,1
MUFARROHAH,0,5
OHAH,1,14
RINDIANIH,0,1
IASINTA,0,10
LIKMAN,1,0
RUNANI,0,1
AUDINA,0,20
ROMA,4,3
OMA,11,6
MUSTIFAH,0,1
JABAR,23,1
ASSHAGAF,1,0
AGAF,2,1
ALHABS,1,0
HABS,3,1
ABS,3,1
BIANTORO,4,0
DJULIARIANTO,1,0
NAELUR,1,0
ELUR,1,0
LUR,17,2
RADI,13,2
PURNAMASARI,1,48
RIVALDI,44,0
REGIANTO,1,0
KAMIL,43,5
MAELANI,1,16
AKMALUDIN,8,0
SAHRIFAN,1,0
RUSMANA,16,1
LISTIAWTI,0,1
AWTI,0,4
WTI,0,4
VIDIA,4,18
SOPWAN,2,0
PWAN,2,0
MAMUR,3,0
AMUR,3,0
MUR,14,4
RINJANI,2,13
PRASDITHA,0,1
ALVIANI,1,12
FUADI,23,3
UADI,29,5
HUJAJA,1,0
JAJA,15,3
IDANG,3,0
IARDIN,1,0
JANE,1,5
ELITA,0,15
GUSNIAR,0,1
SUDARWATI,0,2
RONIKA,1,1
WINARNI,0,12
NAKOI,1,0
AKOI,1,0
KOI,1,0
LAELASARI,0,5
NIKI,11,8
DESTI,1,59
MIDAD,1,0
IDAD,6,8
DAD,33,8
ENURHAIATI,0,1
ROUF,19,2
OUF,20,2
ANNAS,19,2
NNAS,23,5
BIRGITA,0,2
AGUSTIAN,55,6
ROBIANTI,0,2
AJAS,3,0
KODRIAH,0,5
JAXINE,0,1
XINE,0,1
HARSANING,0,1
GABRILE,0,2
RILE,0,2
ILE,5,3
ANGELICA,0,19
LICA,0,24
KRISTIA,0,4
FAIKOTUL,0,11
SENDIK,2,0
AGGRIAWAN,1,0
SANUSI,25,4
NUSI,27,5
ROSMIATI,0,21
ROSANDI,3,0
SOHAROH,0,1
IUNIANOER,0,1
FRIMASAH,1,0
MUHAMMAD,6,0
MMAD,8,0
FASRIATUL,0,1
JAMIL,23,9
FAUJIAH,0,15
BASRI,21,2
ASTUTIK,1,44
SWASTIKA,0,6
KARTIWA,4,0
TIWA,9,0
IWA,21,9
FRANCIS,1,0
NCIS,1,0
CIS,1,0
MORITI,1,0
RISAP,1,0
ISAP,1,0
SAP,1,0
NURHADI,20,1
SALIL,1,0
ARDIAM,1,0
DIAM,1,0
SUANDINAR,1,0
SUHERMAN,29,6
RODEMOSA,0,1
MOSA,2,1
SIFGUE,0,1
FGUE,0,1
GUE,0,1
SEPANIA,0,1
SUTIAMA,0,1
IAMA,1,8
DEWANTARA,8,1
MUSTOPA,24,0
TOPA,26,0
LUKMANUL,28,0
DISTI,0,9
PRAMESWORO,1,0
IA,6,6
SAFIRUDIN,1,0
MARSALENAH,0,1
EMA,15,45
NURIFKA,0,1
LISTIANTI,1,5
ISNAENI,4,34
SAKIATUN,0,4
BAROKAH,10,28
ROHMI,2,3
OHMI,2,3
SUHARTINI,1,12
WIRANATA,13,0
ARMANIL,1,0
ARLANSAH,1,0
HAELUL,1,0
IUSWIDAH,0,1
ASSA,2,7
RAJIPA,0,1
JIPA,0,2
IPA,18,37
KISWANDI,1,0
SAMROTUL,1,14
ALIFUL,1,0
WINDI,11,112
META,1,18
AININ,0,2
MULIAH,0,2
LUDUD,1,0
UDUD,1,0
DUD,5,0
DIANITA,0,10
REFAL,2,0
EFAL,3,0
EGIS,4,2
GIS,27,15
MAOLANA,14,0
AGUSTIANA,7,10
ALEXSANDRO,1,0
NDRO,50,2
DRO,57,3
SITORUS,7,5
KADIVAL,1,0
MAULIRO,1,0
LIRO,1,0
HALADIKA,1,0
ARIFUNAH,0,1
AIMAH,0,2
SHARAH,0,4
ARNITTA,0,1
HENDRO,21,1
DANIS,13,5
AAS,5,18
ASTRI,1,53
AFIANI,0,10
MASKUR,15,0
SKUR,15,1
HALISATUS,0,1
SAMIAJI,4,0
MUHTAR,34,6
RUHLIANI,0,1
RIKBAL,1,0
SALSA,6,88
ALSA,8,111
RUKMANA,15,17
TAJUDIN,14,0
HIBATULAH,8,1
WIMBA,1,0
IMBA,4,0
MBA,10,2
ISUL,35,9
WIONO,8,2
APRILISA,0,1
FRINCESSA,0,1
TRIOKO,3,0
UTIROH,0,1
RAJKA,1,0
AJKA,1,0
JKA,1,1
WIDJAIA,4,4
NOVERINA,0,1
MARTANTO,1,1
SELI,5,61
ROSTIANA,0,7
PEBIANA,0,3
FEBRILIANA,0,5
TRISNAWARDANI,0,1
PURI,9,25
JAMAN,2,0
NURHOPIPAH,0,2
AKNAA,1,0
KNAA,1,0
FARAUKI,1,0
IRFANDI,8,1
MASLULA,0,1
LULA,0,3
ELASARI,0,2
NURHAETI,0,1
HANHAN,2,0
NHAN,2,0
FRIAN,3,0
BIMO,37,1
IMO,45,3
SUKUR,15,0
UKUR,16,0
DIANTO,16,0
SHANU,1,0
HANU,1,0
SHOLASTIKA,0,1
WESILAH,0,3
CIM,1,2
SUGANDI,14,3
SULAIHA,0,10
AIHA,2,16
TAUFIKIRRAHMAN,1,0
SHOHIBUL,9,0
CUT,2,9
ALMASARI,0,1
TRIAWAN,7,0
BENI,43,0
HALAWATI,0,1
MAHRUROH,0,1
EVLIN,1,3
VLIN,1,3
SILVIANI,0,19
SERLA,0,2
BAET,1,0
AET,1,1
MUDIN,4,0
ROMANDE,1,0
ANDE,2,1
NDE,5,3
VAHLESA,0,1
LESA,2,4
VIVIA,0,4
RAHNAU,1,0
HNAU,1,0
NAU,1,0
HILARIA,0,1
PRIANI,0,13
DINUR,1,0
RAMADANICA,1,0
HRISTINE,0,4
TINE,1,22
JULIANTI,0,61
MU,5,4
VERONIKA,0,12
SAKINATUL,0,2
EFIAIANI,0,1
SAMHEDI,1,0
HEDI,17,0
HENA,3,4
KRISNAIANI,0,1
AMBAR,6,26
MBAR,8,26
IUDITIA,2,0
ELISIA,1,5
OKFITA,0,1
SIKRI,12,0
ALFENSAH,1,0
SUSAN,0,26
DENDA,4,0
ENDA,31,19
SUPIANA,2,0
NURFALAH,9,10
WAKINI,0,1
KINI,2,3
